m,b
0.0054977334731414005,83.29663510504797
0.005496367706157574,83.2966959768903
0.0054966903708216506,83.296681527628
0.005497815117826453,83.29662796768943
0.00549780319738058,83.29663089150627
0.00549615520926411,83.29670476003817
0.005496798286457912,83.29667365322446
0.005496367769551658,83.29669566866997
0.005498071860502641,83.29661685118815
0.005498093315475763,83.29661792748836
0.005496876584499248,83.29667228939866
0.005497249588443106,83.29665632109725
0.005497689271895528,83.29663705863004
0.005497728888573646,83.29663167173425
0.005497199365446085,83.2966575106788
0.005496780549308489,83.29667522096048
0.005496594437192673,83.29668622680411
0.005498107074410021,83.29661503417843
0.0054971661588221095,83.29665866521117
0.005497230073048393,83.29665497292758
0.005497612302921129,83.29664076766635
0.005497420074668083,83.29664882491426
0.005496490264512065,83.29668962298199
0.005498294078382052,83.29660671093454
0.005496352436860467,83.29669564521949
0.005498262001826631,83.29660760800704
0.005497993014211554,83.29662173484536
0.005496707013298973,83.29668047088768
0.00549692446266091,83.29667165055697
0.005498329501733502,83.29660571253797
0.005497921816435776,83.29662368068072
0.005497100820703701,83.29666233944253
0.005497441154578522,83.29664758269034
0.005496999396693797,83.2966664339863
0.005497196012853946,83.29665713461063
0.005498373573077767,83.2966028762073
0.005497434030796448,83.29664821920619
0.005496199781706793,83.29670223765781
0.005498169700452809,83.29661177911036
0.005496032193581732,83.29671137058274
0.005496165583897181,83.29670485433685
0.005497504348313829,83.2966430522299
0.0054984768253950895,83.29659802827842
0.005497569843853137,83.29664258666419
0.005496066417799717,83.29670883566345
0.005497087982210081,83.29666269330632
0.005497478178745443,83.29664454977613
0.005496950332148444,83.2966689883038
0.0054978344069971305,83.29662712071939
0.005496894395658138,83.2966730908039
0.0054957041595312,83.296726058259
0.0054964205053465755,83.29669371129917
0.005496725111869321,83.29667858663989
0.0054968333941275635,83.29667560012815
0.005496343338098399,83.296697346031
0.005496741706365631,83.2966778923563
0.005497813192609625,83.29663120193075
0.0054979674590978226,83.29662281978837
0.005498063963243514,83.29661853909003
0.00549764618042954,83.2966382344757
0.005497117590420489,83.29665930389656
0.005498194570070104,83.29661303933297
0.005498831038889226,83.29658210055814
0.005497341146868725,83.29664957126576
0.005496648289942291,83.29668221687002
0.0054969896409680155,83.29666738283508
0.005497108541134652,83.2966594879719
0.005496362987112644,83.29669519248986
0.005495818262453188,83.29672109888978
0.005498885556282988,83.29657973115954
0.005497490558625002,83.29664269984703
0.005496655936877165,83.2966816023155
0.005498065793036258,83.29661652147017
0.005496747916779805,83.29667679063655
0.005496266761669616,83.29670125251562
0.005495728945391263,83.29672488772539
0.005496844787631707,83.2966722532767
0.005496064955140899,83.29671029106426
0.005497207056320968,83.29665560489109
0.005496470919455469,83.29669079315549
0.0054967337090400725,83.2966770995653
0.005496773391685742,83.29667478207284
0.0054981656231680815,83.29661366902978
0.005497519978503179,83.29664326309423
0.005497637630845539,83.29663661379682
0.0054971145442888015,83.2966593815757
0.005495861853434334,83.29671844085767
0.00549787772272886,83.29662533696855
0.005496779128497184,83.29667666853032
0.0054985123105758225,83.29659675154957
0.00549761662157716,83.29663786970421
0.005498430103568295,83.29660049181787
0.005497790166437234,83.29663065518824
0.005497138500186009,83.29665897572343
0.005497613905634548,83.29663875266709
0.00549632448797201,83.29669732681536
0.005498399205695429,83.2966031899021
0.0054979484317989194,83.2966217787838
0.00549802727803246,83.29661847977302
0.005497227589621816,83.29665801184537
0.005496410525404813,83.29669464852098
0.005496242194953664,83.29670097129743
0.0054979004362695075,83.29662550501357
0.0054967535760710095,83.29667721100466
0.005496608238633076,83.29668583278115
0.005496926599880477,83.29667048798207
0.005496023675809712,83.29671110800122
0.0054971947346998395,83.29665894725836
0.005498590440519057,83.29659378014456
0.005496699175616393,83.29668070466603
0.005497378840544833,83.29665106233696
0.005496182723257606,83.29670431354909
0.005498251577583785,83.29660998133697
0.005496438639537912,83.29669152298406
0.005496934774482633,83.29667082285953
0.005497825881934574,83.2966283199041
0.005496323822786769,83.29669722231118
0.005498199099036618,83.29661176772053
0.005496999135153818,83.29666805435853
0.005497998529602212,83.29662093070331
0.005496969315103045,83.29666739659604
0.005496318131961033,83.29669662219047
0.00549643849382853,83.29669095343854
0.005496779502573054,83.29667490029047
0.00549720619925192,83.2966582744828
0.005497898753886813,83.29662559482304
0.005495853474380334,83.29671944927316
0.005496574546270613,83.296685862425
0.005496410580805958,83.29669309588243
0.0054985520407079555,83.29659530538608
0.005497494949381431,83.29664243877666
0.005498262114030471,83.29660918713377
0.0054972669494145095,83.29665320260793
0.005498680535759484,83.29658907418877
0.0054961684518343165,83.29670353446822
0.005498559942027683,83.29659494300658
0.005495889431802768,83.29671813343826
0.005496952923162219,83.29666861161263
0.0054981062101086674,83.29661478576517
0.005496834180106542,83.29667305639794
0.005498561150624129,83.29659529090651
0.005496550554994931,83.29668720632426
0.00549605356276102,83.29671038164936
0.005497351654046382,83.2966513727737
0.0054972006148568875,83.29665645853245
0.0054968295728280055,83.296674787129
0.005495922585082522,83.29671544887186
0.005497226752354561,83.29665752827175
0.005498801438417099,83.29658362451066
0.0054971773215257945,83.29665938004398
0.005497517060762909,83.29664410672775
0.005497676168105759,83.2966357446337
0.005497377716970257,83.29665098237363
0.005498107017422214,83.2966166089231
0.005497040524337628,83.29666550358556
0.005497798155787236,83.29662910619325
0.005497164285514814,83.29665806321997
0.005495917646451101,83.29671585028751
0.005496989375899529,83.29666822379008
0.005498440220154386,83.29659972065778
0.005497122523354939,83.29666158265134
0.005496714291235681,83.29668034926688
0.005496126179183481,83.29670593861937
0.0054967789705050035,83.29667695001487
0.005497790071538899,83.29663009685505
0.005496621773026841,83.29668288310054
0.0054960288206392215,83.29671143849298
0.0054983263210498885,83.29660525936934
0.00549736801527953,83.2966497593901
0.0054976234536069915,83.29663780787855
0.005496520075088179,83.29668702560897
0.005497100196000101,83.29666240073685
0.005496924102060265,83.29667130437457
0.005497108361314935,83.29666128397595
0.005498580836665919,83.2965935033395
0.005497291383029796,83.29665435161355
0.005497602631792166,83.29663947550782
0.005496996046833924,83.29666592984788
0.00549630582298775,83.29669713355086
0.005497945402887596,83.29662229582736
0.005497702875843771,83.29663355830068
0.005496293160353593,83.29669860004459
0.005496841409037839,83.29667460611138
0.005496606844902338,83.29668477809642
0.005497311531404125,83.29665366548717
0.00549679246964466,83.29667629866422
0.005495798047177031,83.2967218022551
0.005496820351472813,83.29667503827915
0.005496771602935354,83.29667699491725
0.0054985102609024375,83.29659664263306
0.005496839793685598,83.29667500997257
0.005496908749395255,83.29667174664206
0.005497267873940934,83.29665311999173
0.00549766850587119,83.29663533208107
0.005497286315777583,83.29665248415722
0.005496946241358655,83.29666783389423
0.0054980426698445295,83.2966197915405
0.005498621894669803,83.2965923573012
0.00549769282998012,83.29663324470543
0.005497196655068871,83.29665653425084
0.005495800139988057,83.2967218013882
0.005496851992242656,83.29667128368645
0.005497635743020282,83.29663600808307
0.0054974801352517255,83.2966437976232
0.005497376555512167,83.29664930085302
0.0054972165540046695,83.29665706567866
0.005497115427837624,83.29666020733119
0.005496942762329088,83.29666764103982
0.0054979213568820216,83.29662360628011
0.005496492375798106,83.29669025820631
0.005497910930791344,83.29662438656008
0.0054964988609872535,83.29669065262819
0.0054972004301706125,83.29665751374203
0.005498457339205766,83.296600353308
0.005496926281840946,83.29666927982827
0.005497150328274754,83.2966580982777
0.005496903441147126,83.29667174411033
0.005497692228376702,83.2966336549027
0.005498155961230083,83.29661452455939
0.005497488689155323,83.29664560184823
0.005497658959375076,83.29663514286592
0.005497393226281708,83.29665011483904
0.005496849505964084,83.29667188631737
0.00549712550937452,83.29666002597041
0.005498163284033725,83.29661341966384
0.0054962558086404075,83.29670131927583
0.005496855880120427,83.29667310077352
0.0054980870460278174,83.29661543312669
0.005496148424099774,83.29670604309237
0.005495980110104331,83.29671401979037
0.005496935731067585,83.2966704669627
0.005496244111647636,83.29670069620227
0.005496557056076632,83.29668713427719
0.005495783733884403,83.29672269419089
0.005498588810336667,83.29659379704295
0.00549726660586489,83.29665373756966
0.005496688367594093,83.29668090580846
0.005497648267110025,83.29663823634988
0.005498009696143252,83.29662043548971
0.005497295683244191,83.29665128563377
0.005496953240670473,83.29666698050211
0.0054977723617853904,83.29662969839062
0.005498033504557528,83.29661867167762
0.0054977729880574784,83.29663164272687
0.005497061678255132,83.29666369604536
0.005496586001279384,83.29668359569919
0.005496884126331107,83.29667117535539
0.005496840203018449,83.29667387717726
0.005497383985756387,83.29665049039217
0.005496077274942287,83.29670821394959
0.00549772768837349,83.29663322841844
0.005496382741618289,83.29669600377466
0.005497149810957184,83.29666110936367
0.0054975015562629065,83.29664413321196
0.005496032000162336,83.29671059060125
0.005496798471195327,83.29667525350001
0.005496496003633012,83.29668990947725
0.005498122454808971,83.29661414211773
0.005497391708449344,83.29664685299224
0.00549676755319093,83.2966764923012
0.0054974468267289635,83.2966456234438
0.0054979887722374785,83.29662287859249
0.005497844085688683,83.2966273408691
0.005497230014211715,83.2966546571234
0.005498133044437116,83.29661534948458
0.005498187731132016,83.29661172255182
0.005497411664503013,83.2966493728226
0.005497255855268647,83.29665541594497
0.005497702461437608,83.29663655042475
0.00549665500530924,83.29668157181862
0.005496024875260209,83.29671039366947
0.00549571823507607,83.29672601517694
0.005496237604157228,83.29670219670108
0.005497290399193337,83.29665252415981
0.005496205520758241,83.29670404320915
0.005497139543045325,83.29665969406841
0.00549889386038395,83.29657920470956
0.005498218190682331,83.29661055833564
0.005496948023824624,83.29666776432109
0.005498095563633114,83.29661621793602
0.005496247998484933,83.29670025918418
0.005496972358387442,83.29666823268636
0.0054957904266476456,83.29672243619058
0.005496700604458087,83.29668073145797
0.0054965519418538455,83.2966851555975
0.0054969572081305425,83.2966700889082
0.005496321584740557,83.29669647301348
0.005497087175595513,83.29666401859828
0.005496736059558783,83.29667791664336
0.005497159350362636,83.29666069851586
0.0054968783906143015,83.29667181968415
0.005495610539535064,83.29673084324114
0.0054969226037424376,83.29666817830501
0.00549788937211762,83.29662707533441
0.005497067632949222,83.29666322152694
0.005497831133285675,83.29662815032977
0.0054977330696818275,83.29663500400544
0.005495893263490908,83.29671767375856
0.005497623269529322,83.29663792763544
0.0054978580827751,83.29662901849743
0.005496467579884969,83.2966906322478
0.005495975456885773,83.29671335117808
0.00549652102328364,83.29668766327028
0.005498395954902299,83.29660248293548
0.005498585465938364,83.29659360606975
0.005497143404642785,83.2966616913856
0.005498046311640528,83.2966188501191
0.005497406936314551,83.29664853323594
0.005497852375157549,83.29662731625217
0.005497252166858734,83.29665497696193
0.005496708347734803,83.2966810147489
0.005496415269437794,83.2966930978436
0.0054964011482249355,83.29669251285118
0.005498054739995539,83.2966179784485
0.005496459261900053,83.29668979986039
0.0054979904904937935,83.29662154957063
0.005497650656993847,83.29663896034401
0.005498006996924813,83.29662036893924
0.005498216816530942,83.29661094983467
0.005498624520974835,83.29659212871299
0.005496893798036239,83.29667147688609
0.005496598672235731,83.29668300560058
0.00549803311095091,83.29662013774931
0.005497962452120293,83.2966236467251
0.005496433226723577,83.29669332341041
0.005496814569497174,83.29667645315467
0.005496647423258517,83.29668294989997
0.005498550737796418,83.29659584005768
0.005496980812880208,83.2966689725261
0.005497757016637529,83.29663259174184
0.005496941866640806,83.29666774591934
0.00549657172322797,83.29668406718038
0.005498156591623117,83.29661313810472
0.005496496993411008,83.29668845152477
0.0054979069511847676,83.296623651779
0.005496385335746836,83.29669557481282
0.005498268969174406,83.2966092920539
0.005497538549913727,83.29664192883386
0.0054969463356895724,83.29666982592863
0.005497727261154548,83.29663453064687
0.005498209820939709,83.29661152989712
0.005495852956517272,83.29671907358534
0.005496923070884204,83.29666977275772
0.005497894009083461,83.29662661793199
0.005495861986812611,83.2967188205918
0.0054966884888388405,83.296681849656
0.005496631862965839,83.29668257207332
0.005497816816543805,83.29662966201575
0.005496465542829383,83.29669238185389
0.005498153223493189,83.2966141935559
0.005496796001363097,83.29667448103056
0.005498725344362965,83.29658745156148
0.005497419675556545,83.2966489337614
0.005496655594468628,83.29668173258761
0.005495862027108455,83.2967184913338
0.005496962860793771,83.29666979969457
0.00549716845297059,83.29666055306055
0.005497728237373008,83.29663522989081
0.005496640726549735,83.29668269133319
0.005496602856664063,83.2966849059161
0.0054981209589733725,83.29661523589586
0.0054959900291503,83.29671314527104
0.005497096836009141,83.29666320055308
0.005498062088382723,83.29661722366488
0.005497844673472,83.29662951442612
0.005496894045079558,83.29667248836718
0.00549661905934292,83.29668185594937
0.005496034226425811,83.29671029382114
0.005498505630197218,83.29659738173027
0.005497264017377347,83.29665536240647
0.005495792837697946,83.29672222084389
0.005496622649379522,83.2966831642062
0.005497596331537071,83.2966401768587
0.005496460348156544,83.29669166249029
0.005495762488683497,83.29672399717937
0.005496992239378677,83.29666501310537
0.005497960338879142,83.29662370026206
0.0054978245370758076,83.29662792155217
0.005498623473181047,83.29659237685145
0.005498799458101582,83.29658359013611
0.0054968857983965875,83.2966706929559
0.005497020183950127,83.29666607377962
0.005497740826477818,83.29663276453232
0.005498208111168589,83.29661197462967
0.005496989534661002,83.2966654753998
0.005496802014962381,83.29667351314129
0.005498097990893839,83.2966175445935
0.005496646753108803,83.29668049953395
0.00549834775474407,83.29660416053001
0.005496494167363014,83.29668830744886
0.005497843287116934,83.29662776422516
0.005496735488359294,83.29667762227365
0.005497808431713103,83.29663131940256
0.005496139638131031,83.29670607247915
0.005497031224856039,83.29666632410348
0.005498602002602347,83.2965922822507
0.005496738978000086,83.29667676259234
0.005497265200091546,83.29665378463105
0.00549815764629486,83.29661295470372
0.005496101107181854,83.29670751617664
0.005496909969143299,83.29667052715446
0.005497039752033471,83.29666494990151
0.005497752923169973,83.2966322358563
0.00549698723999761,83.29666498097832
0.005496520675677189,83.29668950599988
0.005497603520836833,83.2966373038013
0.005496142841225159,83.2967058438394
0.005496221105052602,83.29670100216889
0.005496488942524538,83.2966882718229
0.005497020335694829,83.29666535050295
0.005498915227275702,83.29657819017476
0.005496328369166355,83.29669702638279
0.005496688206678716,83.2966809298324
0.005496850058881265,83.29667261603163
0.005497864580300968,83.29662758259143
0.005498467463142164,83.29659942904377
0.0054962513225435645,83.29670109970759
0.005497814395093644,83.29663144881661
0.005497419565463401,83.29664646406366
0.0054979782179830974,83.29662206540446
0.005498034751813309,83.29661829008089
0.005496904103370505,83.29667161248567
0.005496782003337839,83.29667482197841
0.0054959691597154725,83.29671470502046
0.005497385799898695,83.29664979179198
0.005496785558976455,83.29667498658102
0.005497829577114123,83.2966291166933
0.005497121496543524,83.29665999132433
0.005497043371608122,83.29666276294621
0.0054965769340824385,83.29668737244185
0.005497305049218256,83.29665184611558
0.005498603086042544,83.29659285531827
0.0054968589788522,83.29667119255309
0.005498140862314585,83.29661490470616
0.0054961820888563126,83.29670299112507
0.005496285070998792,83.2966992129236
0.005497818221899052,83.29663099250601
0.005496320424751088,83.2966985766788
0.005497456707965767,83.29664744195438
0.005496330375986116,83.29669832058269
0.0054976910638694886,83.29663598712223
0.005496618123600109,83.29668408366726
0.005497778360763746,83.2966331717065
0.0054969026224343165,83.29667019380071
0.005496851195269797,83.29667110500571
0.005496343394186978,83.29669509013924
0.005497121003927932,83.29666226255836
0.005497097435701901,83.29666161851351
0.005496277859303192,83.29669894769825
0.005498675394071272,83.29658991350982
0.005496534575668118,83.29668631670238
0.005498407755766718,83.2966018800117
0.005497236609911417,83.29665543273873
0.005496740573143675,83.29667790276254
0.005498187614873463,83.29661278749059
0.005496864278346737,83.29667141253783
0.005497827535291155,83.29662988389407
0.0054982288149273565,83.29661067345631
0.005496278264406981,83.2966989250595
0.005496386974759597,83.29669486046218
0.005496108282670189,83.29670688948512
0.005496625956119737,83.29668457070028
0.0054961150571278625,83.29670759611567
0.005496750682791527,83.29667736899391
0.00549781211764684,83.29663153148654
0.005497115892076684,83.2966597743353
0.005498158679657512,83.2966137609004
0.005496595195697434,83.29668389264256
0.005497881180513729,83.29662497405391
0.005496740558092783,83.29667889911426
0.005497666960946112,83.29663695269507
0.00549845387279051,83.29659928368626
0.005497575382571063,83.29664012803708
0.005496561158024086,83.29668533550833
0.0054961457173599605,83.29670658198764
0.005497338040763823,83.29665142538292
0.005496731178425645,83.29667918952627
0.005496917377502076,83.2966683747527
0.005495860956197977,83.296719394283
0.005497821470163007,83.2966291111736
0.005497808785254067,83.29663035572047
0.005497976866383994,83.29662235571551
0.0054981461482079795,83.29661351628937
0.005496916459735574,83.29667078362662
0.005496814617061737,83.29667430556388
0.005496798077651747,83.2966759760968
0.005497873039294578,83.29662703447204
0.005496510974677777,83.29668748333822
0.005497923991493908,83.2966260340992
0.005496924170928461,83.29667054982036
0.005497558538673621,83.29664144988747
0.005498066367733566,83.2966164207498
0.005497193358468149,83.29665743258141
0.005498306843872484,83.29660762872125
0.0054969743833330675,83.29666624584765
0.00549774595362643,83.29663202582528
0.005496200404901666,83.29670280350753
0.00549704355622047,83.29666420990235
0.005498588477761875,83.2965934016841
0.005498318887155164,83.29660658968612
